,Element-type,Size,Shape,Data-type
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3,Group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3/FileRead,Dataset,1,(),|S166
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4,Group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,Group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/channelRead,Dataset,1,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataAxis,Dataset,2000,"(2000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataValue,Dataset,2000,"(2000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileCount,Dataset,1,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileName,Dataset,1,"(1,)",|S29
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileTime,Dataset,1,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerName,Dataset,100,"(100,)",|S17
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerValue,Dataset,100,"(100,)",|S16
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR,Group,,,
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,Group,,,
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAmplitude,Dataset,768,"(768,)",float64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataDelay,Dataset,768,"(768,)",float64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataImage,Dataset,442368,"(768, 576)",int16
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileCount,Dataset,1,"(1,)",int32
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileName,Dataset,1,"(1,)",|S17
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileTime,Dataset,1,"(1,)",int64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fittedAmplitude,Dataset,768,"(768,)",float64
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/pulseWidth,Dataset,1,"(1,)",float64
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER,Group,,,
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition/nameValue,Dataset,100,"(100,)",|S45
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS,Group,,,
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition/nameValue,Dataset,100,"(100,)",|S19
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI,Group,,,
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,Group,,,
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileCount,Dataset,1,"(1,)",int32
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileName,Dataset,1,"(1,)",|S42
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileTime,Dataset,1,"(1,)",int64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/floatValue,Dataset,1,"(1,)",float64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/integerValue,Dataset,1,"(1,)",int64
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/stringValue,Dataset,1,"(1,)",|S4
AwakeEventData/TSG41.AWAKE-CTRHET-WR8,Group,,,
AwakeEventData/TSG41.AWAKE-CTRHET-WR8/FileRead,Dataset,1,(),|S166
AwakeEventData/TSG41.AWAKE-DENSITY-DATA,Group,,,
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition/nameValue,Dataset,100,"(100,)",|S18
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT,Group,,,
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition/nameValue,Dataset,100,"(100,)",|S20
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
AwakeEventData/TSG41.AWAKE-LASER-DATA,Group,,,
AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition/nameValue,Dataset,100,"(100,)",|S55
AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS,Group,,,
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition/nameValue,Dataset,100,"(100,)",|S19
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ,Group,,,
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition/nameValue,Dataset,100,"(100,)",|S16
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN,Group,,,
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,Group,,,
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAxis,Dataset,3648,"(3648,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataValue,Dataset,3648,"(3648,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileCount,Dataset,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileName,Dataset,1,"(1,)",|S44
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileTime,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerName,Dataset,11,"(11,)",|S32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerValue,Dataset,11,"(11,)",|S28
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/nPixels,Dataset,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP,Group,,,
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,Group,,,
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAxis,Dataset,3648,"(3648,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataValue,Dataset,3648,"(3648,)",float64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileCount,Dataset,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileName,Dataset,1,"(1,)",|S43
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileTime,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerName,Dataset,11,"(11,)",|S32
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerValue,Dataset,11,"(11,)",|S28
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/nPixels,Dataset,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico1,Group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,Group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/FileTime,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAxis,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue1,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue2,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue3,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue4,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileCount,Dataset,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileName,Dataset,1,"(1,)",|S17
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerName,Dataset,100,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerValue,Dataset,100,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/nPixels,Dataset,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico2,Group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,Group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/FileTime,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAxis,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue1,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue2,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue3,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue4,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileCount,Dataset,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileName,Dataset,1,"(1,)",|S17
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerName,Dataset,100,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerValue,Dataset,100,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/nPixels,Dataset,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico3,Group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,Group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/FileTime,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAxis,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue1,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue2,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue3,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue4,Dataset,785,"(785,)",float64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileCount,Dataset,1,"(1,)",int32
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileName,Dataset,1,"(1,)",|S17
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerName,Dataset,100,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerValue,Dataset,100,"(100,)",|S1
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/nPixels,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BCTF.412340,Group,,,
AwakeEventData/TT41.BCTF.412340/Acquisition,Group,,,
AwakeEventData/TT41.BCTF.412340/Acquisition/acqTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BCTF.412340/Acquisition/beamDestinationStr,Dataset,1,"(1,)",|S5
AwakeEventData/TT41.BCTF.412340/Acquisition/beamID,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh1,Dataset,2,"(2,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh2,Dataset,2,"(2,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh1,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh2,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh1,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh2,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh1,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh2,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorVActual,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/commonStatus,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/cycleTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh1,Dataset,1,"(1,)",|S1
AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh2,Dataset,1,"(1,)",|S1
AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh1,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh2,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh1,Dataset,32,"(32,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh2,Dataset,32,"(32,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh1,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh2,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BCTF.412340/Acquisition/nbOfMeas,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalCurrentPreferred,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh1,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh2,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh1,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh2,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityPreferred,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unit,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unitExponent,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BPM.412343,Group,,,
AwakeEventData/TT41.BPM.412343/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412343/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412343/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BPM.412343/Acquisition/posOK,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412343/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT41.BPM.412343/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412343/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT41.BPM.412343/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BPM.412343/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412343/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BPM.412345,Group,,,
AwakeEventData/TT41.BPM.412345/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412345/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412345/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BPM.412345/Acquisition/posOK,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412345/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT41.BPM.412345/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412345/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT41.BPM.412345/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BPM.412345/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412345/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BPM.412347,Group,,,
AwakeEventData/TT41.BPM.412347/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412347/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412347/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BPM.412347/Acquisition/posOK,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412347/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT41.BPM.412347/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412347/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT41.BPM.412347/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BPM.412347/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412347/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BPM.412349,Group,,,
AwakeEventData/TT41.BPM.412349/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412349/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412349/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BPM.412349/Acquisition/posOK,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412349/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT41.BPM.412349/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412349/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT41.BPM.412349/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BPM.412349/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412349/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BPM.412349_HF,Group,,,
AwakeEventData/TT41.BPM.412349_HF/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412349_HF/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BPM.412351,Group,,,
AwakeEventData/TT41.BPM.412351/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412351/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412351/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BPM.412351/Acquisition/posOK,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412351/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT41.BPM.412351/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412351/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT41.BPM.412351/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BPM.412351/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412351/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BPM.412351_HF,Group,,,
AwakeEventData/TT41.BPM.412351_HF/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412351_HF/Acquisition/horAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/horPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigma,Dataset,12,"(12,)",int32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtraction,Dataset,1,(),bool
AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/verAvePos,Dataset,1,"(1,)",float32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/verPos,Dataset,12,"(12,)",float32
AwakeEventData/TT41.BTV.412350,Group,,,
AwakeEventData/TT41.BTV.412350/Acquisition,Group,,,
AwakeEventData/TT41.BTV.412350/Acquisition/acqCounter,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/acqDesc,Dataset,1,"(1,)",|S7
AwakeEventData/TT41.BTV.412350/Acquisition/acqMsg,Dataset,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412350/Acquisition/acqState,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/acqTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412350/Acquisition/acqTimeInCycle,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet1,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet2,Dataset,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/beamID,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/cameraSwitch,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/cameraZoom,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/cycleTime,Dataset,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412350/Acquisition/descSet1,Dataset,1,"(1,)",|S21
AwakeEventData/TT41.BTV.412350/Acquisition/descSet2,Dataset,1,"(1,)",|S19
AwakeEventData/TT41.BTV.412350/Acquisition/deviceName,Dataset,1,"(1,)",|S15
AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/filterSelectStr,Dataset,4,"(4,)",|S9
AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect_max,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect_min,Dataset,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp_max,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp_min,Dataset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/leftBottomReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/leftTopReference,Dataset,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/mire,Dataset,1,"(1,)",int32
